han_ji,chu_im,freq,siann,un, tiau ,old_chu_im,sni_siann,sni_un
壟,long2,,l,ong,2,long2,柳,公
儱,long2,,l,ong,2,long2,柳,公
榜,pong2,,p,ong,2,pong2,邊,公
㮄,pong2,0.01,p,ong,2,pong2,邊,公
牓,pong2,,p,ong,2,pong2,邊,公
菶,pong2,,p,ong,2,pong2,邊,公
琫,pong2,,p,ong,2,pong2,邊,公
鞛,pong2,,p,ong,2,pong2,邊,公
廣,kong2,,k,ong,2,kong2,求,公
礦,kong2,,k,ong,2,kong2,求,公
𨥥,kong2,,k,ong,2,kong2,求,公
孔,khong2,,kh,ong,2,khong2,去,公
空,khong2,,kh,ong,2,khong2,去,公
倥,khong2,,kh,ong,2,khong2,去,公
忼,khong2,,kh,ong,2,khong2,去,公
慷,khong2,,kh,ong,2,khong2,去,公
𡻚,khong2,,kh,ong,2,khong2,去,公
儣,khong2,,kh,ong,2,khong2,去,公
董,tong2,,t,ong,2,tong2,地,公
党,tong2,,t,ong,2,tong2,地,公
黨,tong2,,t,ong,2,tong2,地,公
𣿅,tong2,,t,ong,2,tong2,地,公
懂,tong2,,t,ong,2,tong2,地,公
讜,tong2,,t,ong,2,tong2,地,公
𦡂,tong2,,t,ong,2,tong2,地,公
覫,phong2,,ph,ong,2,phong2,頗,公
𢪋,phong2,,ph,ong,2,phong2,頗,公
倘,thong2,,th,ong,2,thong2,他,公
侗,thong2,,th,ong,2,thong2,他,公
偒,thong2,,th,ong,2,thong2,他,公
㒉,thong2,,th,ong,2,thong2,他,公
儻,thong2,,th,ong,2,thong2,他,公
戃,thong2,,th,ong,2,thong2,他,公
矘,thong2,,th,ong,2,thong2,他,公
曭,thong2,,th,ong,2,thong2,他,公
桶,thong2,,th,ong,2,thong2,他,公
統,thong2,,th,ong,2,thong2,他,公
綂,thong2,0.01,th,ong,2,thong2,他,公
總,tsong2,,ts,ong,2,tsong2,曾,公
緫,tsong2,0.01,ts,ong,2,tsong2,曾,公
総,tsong2,0.01,ts,ong,2,tsong2,曾,公
搃,tsong2,0.01,ts,ong,2,tsong2,曾,公
偬,tsong2,,ts,ong,2,tsong2,曾,公
傯,tsong2,0.01,ts,ong,2,tsong2,曾,公
𥡥,tsong2,,ts,ong,2,tsong2,曾,公
𩮰,tsong2,,ts,ong,2,tsong2,曾,公
𩮀,tsong2,,ts,ong,2,tsong2,曾,公
搡,song2,,s,ong,2,song2,時,公
磉,song2,,s,ong,2,song2,時,公
顙,song2,,s,ong,2,song2,時,公
䈡,song2,,s,ong,2,song2,時,公
𣞙,song2,,s,ong,2,song2,時,公
爽,song2,,s,ong,2,song2,時,公
往,qong2,,q,ong,2,ong2,英,公
徃,qong2,0.01,q,ong,2,ong2,英,公
枉,qong2,,q,ong,2,ong2,英,公
嵡,qong2,,q,ong,2,ong2,英,公
坱,qong2,,q,ong,2,ong2,英,公
𡩥,qong2,,q,ong,2,ong2,英,公
暡,qong2,,q,ong,2,ong2,英,公
莽,bong2,,b,ong,2,bong2,門,公
莾,bong2,0.01,b,ong,2,bong2,門,公
𠈵,bong2,,b,ong,2,bong2,門,公
网,bong2,0.01,b,ong,2,bong2,門,公
𦋟,bong2,0.01,b,ong,2,bong2,門,公
網,bong2,,b,ong,2,bong2,門,公
罔,bong2,,b,ong,2,bong2,門,公
惘,bong2,,b,ong,2,bong2,門,公
輞,bong2,,b,ong,2,bong2,門,公
魍,bong2,,b,ong,2,bong2,門,公
蟒,bong2,,b,ong,2,bong2,門,公
漭,bong2,,b,ong,2,bong2,門,公
㬒,bong2,,b,ong,2,bong2,門,公
㟿,bong2,,b,ong,2,bong2,門,公
鉧,bong2,,b,ong,2,bong2,門,公
䭺,gong2,,g,ong,2,gong2,語,公
愴,tshong2,,tsh,ong,2,tshong2,出,公
倉,tshong2,0.1,tsh,ong,2,tshong2,出,公
仿,hong2,,h,ong,2,hong2,喜,公
㑂,hong2,0.01,h,ong,2,hong2,喜,公
倣,hong2,0.01,h,ong,2,hong2,喜,公
彷,hong2,,h,ong,2,hong2,喜,公
髣,hong2,,h,ong,2,hong2,喜,公
俸,hong2,,h,ong,2,hong2,喜,公
澒,hong2,,h,ong,2,hong2,喜,公
放,hong2,,h,ong,2,hong2,喜,公
昉,hong2,,h,ong,2,hong2,喜,公
恍,hong2,,h,ong,2,hong2,喜,公
紡,hong2,,h,ong,2,hong2,喜,公
訪,hong2,,h,ong,2,hong2,喜,公
諷,hong2,,h,ong,2,hong2,喜,公
風,hong2,0.1,h,ong,2,hong2,喜,公
唪,hong2,,h,ong,2,hong2,喜,公
謊,hong2,,h,ong,2,hong2,喜,公
捧,hong2,,h,ong,2,hong2,喜,公
貺,hong2,,h,ong,2,hong2,喜,公
况,hong2,0.01,h,ong,2,hong2,喜,公
況,hong2,,h,ong,2,hong2,喜,公
玤,hong2,,h,ong,2,hong2,喜,公
晃,hong2,,h,ong,2,hong2,喜,公
幌,hong2,,h,ong,2,hong2,喜,公
𤰟,hong2,,h,ong,2,hong2,喜,公
榥,hong2,,h,ong,2,hong2,喜,公
舫,hong2,,h,ong,2,hong2,喜,公
謗,pong3,,p,ong,3,pong3,邊,公
貢,kong3,,k,ong,3,kong3,求,公
誑,kong3,,k,ong,3,kong3,求,公
迋,kong3,0.01,k,ong,3,kong3,求,公
焵,kong3,,k,ong,3,kong3,求,公
𠉫,kong3,,k,ong,3,kong3,求,公
亢,khong3,,kh,ong,3,khong3,去,公
伉,khong3,,kh,ong,3,khong3,去,公
抗,khong3,,kh,ong,3,khong3,去,公
砊,khong3,,kh,ong,3,khong3,去,公
吭,khong3,,kh,ong,3,khong3,去,公
骯,khong3,,kh,ong,3,khong3,去,公
壙,khong3,,kh,ong,3,khong3,去,公
曠,khong3,,kh,ong,3,khong3,去,公
貢,khong3,,kh,ong,3,khong3,去,公
𡾇,khong3,,kh,ong,3,khong3,去,公
纊,khong3,,kh,ong,3,khong3,去,公
頏,khong3,,kh,ong,3,khong3,去,公
鞚,khong3,,kh,ong,3,khong3,去,公
誆,khong3,,kh,ong,3,khong3,去,公
控,khong3,,kh,ong,3,khong3,去,公
贛,khong3,,kh,ong,3,khong3,去,公
空,khong3,,kh,ong,3,khong3,去,公
棟,tong3,,t,ong,3,tong3,地,公
凍,tong3,,t,ong,3,tong3,地,公
倲,tong3,,t,ong,3,tong3,地,公
蝀,tong3,,t,ong,3,tong3,地,公
譡,tong3,,t,ong,3,tong3,地,公
當,tong3,,t,ong,3,tong3,地,公
檔,tong3,,t,ong,3,tong3,地,公
儅,tong3,,t,ong,3,tong3,地,公
闣,tong3,,t,ong,3,tong3,地,公
炐,phong3,,ph,ong,3,phong3,頗,公
𦜍,phong3,,ph,ong,3,phong3,頗,公
肨,phong3,,ph,ong,3,phong3,頗,公
盪,thong3,,th,ong,3,thong3,他,公
痛,thong3,,th,ong,3,thong3,他,公
壯,tsong3,,ts,ong,3,tsong3,曾,公
葬,tsong3,,ts,ong,3,tsong3,曾,公
塟,tsong3,0.01,ts,ong,3,tsong3,曾,公
臟,tsong3,,ts,ong,3,tsong3,曾,公
綜,tsong3,,ts,ong,3,tsong3,曾,公
粽,tsong3,,ts,ong,3,tsong3,曾,公
糉,tsong3,0.01,ts,ong,3,tsong3,曾,公
倊,tsong3,,ts,ong,3,tsong3,曾,公
偆,tsong3,,ts,ong,3,tsong3,曾,公
𧱍,tsong3,,ts,ong,3,tsong3,曾,公
宋,song3,,s,ong,3,song3,時,公
喪,song3,,s,ong,3,song3,時,公
送,song3,,s,ong,3,song3,時,公
𨓵,song3,0.01,s,ong,3,song3,時,公
坱,qong3,,q,ong,3,ong3,英,公
塕,qong3,0.01,q,ong,3,ong3,英,公
瞈,qong3,,q,ong,3,ong3,英,公
瓮,qong3,0.01,q,ong,3,ong3,英,公
甕,qong3,,q,ong,3,ong3,英,公
𢟨,bong3,,b,ong,3,bong3,門,公
創,tshong3,,tsh,ong,3,tshong3,出,公
剙,tshong3,0.01,tsh,ong,3,tshong3,出,公
刱,tshong3,0.01,tsh,ong,3,tshong3,出,公
賶,tshong3,,tsh,ong,3,tshong3,出,公
放,hong3,,h,ong,3,hong3,喜,公
況,hong3,,h,ong,3,hong3,喜,公
况,hong3,,h,ong,3,hong3,喜,公
眖,hong3,,h,ong,3,hong3,喜,公
吽,hong3,,h,ong,3,hong3,喜,公
賵,hong3,,h,ong,3,hong3,喜,公
賻,hong3,,h,ong,3,hong3,喜,公
𧵦,hong3,,h,ong,3,hong3,喜,公
甪,lok4,,l,ok,4,lok4,柳,公
衂,lok4,,l,ok,4,lok4,柳,公
𧗗,lok4,,l,ok,4,lok4,柳,公
卜,pok4,,p,ok,4,pok4,邊,公
北,pok4,,p,ok,4,pok4,邊,公
烞,pok4,,p,ok,4,pok4,邊,公
鳪,pok4,,p,ok,4,pok4,邊,公
國,kok4,,k,ok,4,kok4,求,公
幗,kok4,,k,ok,4,kok4,求,公
郭,kok4,,k,ok,4,kok4,求,公
崞,kok4,,k,ok,4,kok4,求,公
槨,kok4,,k,ok,4,kok4,求,公
椁,kok4,0.01,k,ok,4,kok4,求,公
鞟,kok4,,k,ok,4,kok4,求,公
谷,kok4,,k,ok,4,kok4,求,公
各,kok4,,k,ok,4,kok4,求,公
胳,kok4,,k,ok,4,kok4,求,公
閣,kok4,,k,ok,4,kok4,求,公
穀,kok4,,k,ok,4,kok4,求,公
糓,kok4,,k,ok,4,kok4,求,公
袼,kok4,,k,ok,4,kok4,求,公
轂,kok4,,k,ok,4,kok4,求,公
縠,kok4,,k,ok,4,kok4,求,公
𧯸,kok4,,k,ok,4,kok4,求,公
㗥,kok4,,k,ok,4,kok4,求,公
𠯑,kok4,,k,ok,4,kok4,求,公
牿,khok4,,kh,ok,4,khok4,去,公
梏,khok4,,kh,ok,4,khok4,去,公
告,khok4,,kh,ok,4,khok4,去,公
酷,khok4,,kh,ok,4,khok4,去,公
哭,khok4,,kh,ok,4,khok4,去,公
廓,khok4,,kh,ok,4,khok4,去,公
𡻙,khok4,,kh,ok,4,khok4,去,公
擴,khok4,,kh,ok,4,khok4,去,公
攫,khok4,,kh,ok,4,khok4,去,公
钁,khok4,,kh,ok,4,khok4,去,公
𥕏,khok4,,kh,ok,4,khok4,去,公
𣔳,khok4,,kh,ok,4,khok4,去,公
篤,tok4,,t,ok,4,tok4,地,公
倬,tok4,,t,ok,4,tok4,地,公
卓,tok4,,t,ok,4,tok4,地,公
桌,tok4,,t,ok,4,tok4,地,公
啄,tok4,,t,ok,4,tok4,地,公
啅,tok4,,t,ok,4,tok4,地,公
椓,tok4,,t,ok,4,tok4,地,公
硺,tok4,,t,ok,4,tok4,地,公
涿,tok4,,t,ok,4,tok4,地,公
琢,tok4,,t,ok,4,tok4,地,公
𢁁,tok4,,t,ok,4,tok4,地,公
𧱧,tok4,0.01,t,ok,4,tok4,地,公
豛,tok4,,t,ok,4,tok4,地,公
督,tok4,,t,ok,4,tok4,地,公
斲,tok4,,t,ok,4,tok4,地,公
斵,tok4,,t,ok,4,tok4,地,公
朴,phok4,,ph,ok,4,phok4,頗,公
樸,phok4,,ph,ok,4,phok4,頗,公
搏,phok4,,ph,ok,4,phok4,頗,公
撲,phok4,,ph,ok,4,phok4,頗,公
墣,phok4,,ph,ok,4,phok4,頗,公
璞,phok4,,ph,ok,4,phok4,頗,公
濮,phok4,,ph,ok,4,phok4,頗,公
粕,phok4,,ph,ok,4,phok4,頗,公
𥼜,phok4,,ph,ok,4,phok4,頗,公
博,phok4,,ph,ok,4,phok4,頗,公
鏷,phok4,,ph,ok,4,phok4,頗,公
膊,phok4,,ph,ok,4,phok4,頗,公
髆,phok4,,ph,ok,4,phok4,頗,公
鎛,phok4,,ph,ok,4,phok4,頗,公
攴,phok4,,ph,ok,4,phok4,頗,公
𥐚,phok4,,ph,ok,4,phok4,頗,公
扑,phok4,,ph,ok,4,phok4,頗,公
𧴤,phok4,,ph,ok,4,phok4,頗,公
䑈,phok4,,ph,ok,4,phok4,頗,公
託,thok4,,th,ok,4,thok4,他,公
托,thok4,,th,ok,4,thok4,他,公
乇,thok4,,th,ok,4,thok4,他,公
仛,thok4,,th,ok,4,thok4,他,公
侂,thok4,,th,ok,4,thok4,他,公
𠊴,thok4,,th,ok,4,thok4,他,公
杔,thok4,,th,ok,4,thok4,他,公
籜,thok4,,th,ok,4,thok4,他,公
拓,thok4,,th,ok,4,thok4,他,公
塊,thok4,,th,ok,4,thok4,他,公
魄,thok4,,th,ok,4,thok4,他,公
柝,thok4,,th,ok,4,thok4,他,公
𣔳,thok4,,th,ok,4,thok4,他,公
蘀,thok4,,th,ok,4,thok4,他,公
橐,thok4,,th,ok,4,thok4,他,公
作,tsok4,,ts,ok,4,tsok4,曾,公
束,sok4,,s,ok,4,sok4,時,公
速,sok4,,s,ok,4,sok4,時,公
遬,sok4,,s,ok,4,sok4,時,公
樕,sok4,,s,ok,4,sok4,時,公
蔌,sok4,,s,ok,4,sok4,時,公
𧐒,sok4,,s,ok,4,sok4,時,公
㑉,sok4,,s,ok,4,sok4,時,公
嗽,sok4,,s,ok,4,sok4,時,公
觫,sok4,,s,ok,4,sok4,時,公
鋉,sok4,,s,ok,4,sok4,時,公
餗,sok4,,s,ok,4,sok4,時,公
槊,sok4,,s,ok,4,sok4,時,公
矟,sok4,,s,ok,4,sok4,時,公
㔄,sok4,,s,ok,4,sok4,時,公
數,sok4,,s,ok,4,sok4,時,公
朔,sok4,,s,ok,4,sok4,時,公
惡,qok4,,q,ok,4,ok4,英,公
僫,qok4,,q,ok,4,ok4,英,公
亞,qok4,,q,ok,4,ok4,英,公
堊,qok4,,q,ok,4,ok4,英,公
屋,qok4,,q,ok,4,ok4,英,公
錯,tshok4,,tsh,ok,4,tshok4,出,公
簇,tshok4,,tsh,ok,4,tshok4,出,公
齪,tshok4,,tsh,ok,4,tshok4,出,公
剒,tshok4,,tsh,ok,4,tshok4,出,公
傶,tshok4,,tsh,ok,4,tshok4,出,公
福,hok4,,h,ok,4,hok4,喜,公
侐,hok4,,h,ok,4,hok4,喜,公
洫,hok4,,h,ok,4,hok4,喜,公
畗,hok4,,h,ok,4,hok4,喜,公
幅,hok4,,h,ok,4,hok4,喜,公
輻,hok4,,h,ok,4,hok4,喜,公
蝠,hok4,,h,ok,4,hok4,喜,公
腹,hok4,,h,ok,4,hok4,喜,公
復,hok4,,h,ok,4,hok4,喜,公
複,hok4,,h,ok,4,hok4,喜,公
覆,hok4,,h,ok,4,hok4,喜,公
霍,hok4,,h,ok,4,hok4,喜,公
籗,hok4,,h,ok,4,hok4,喜,公
癨,hok4,,h,ok,4,hok4,喜,公
壑,hok4,,h,ok,4,hok4,喜,公
嗃,hok4,,h,ok,4,hok4,喜,公
豞,hok4,,h,ok,4,hok4,喜,公
熇,hok4,,h,ok,4,hok4,喜,公
涸,hok4,,h,ok,4,hok4,喜,公
佫,hok4,,h,ok,4,hok4,喜,公
郎,long5,,l,ong,5,long5,柳,公
農,long5,,l,ong,5,long5,柳,公
儂,long5,,l,ong,5,long5,柳,公
濃,long5,,l,ong,5,long5,柳,公
穠,long5,,l,ong,5,long5,柳,公
籠,long5,,l,ong,5,long5,柳,公
膿,long5,,l,ong,5,long5,柳,公
㟍,long5,,l,ong,5,long5,柳,公
稂,long5,,l,ong,5,long5,柳,公
酿,long5,,l,ong,5,long5,柳,公
㡾,long5,,l,ong,5,long5,柳,公
榔,long5,,l,ong,5,long5,柳,公
狼,long5,,l,ong,5,long5,柳,公
螂,long5,,l,ong,5,long5,柳,公
琅,long5,,l,ong,5,long5,柳,公
瑯,long5,,l,ong,5,long5,柳,公
廊,long5,,l,ong,5,long5,柳,公
鋃,long5,,l,ong,5,long5,柳,公
閬,long5,,l,ong,5,long5,柳,公
瓏,long5,,l,ong,5,long5,柳,公
聾,long5,,l,ong,5,long5,柳,公
囊,long5,,l,ong,5,long5,柳,公
𧅺,long5,,l,ong,5,long5,柳,公
㝗,long5,,l,ong,5,long5,柳,公
筤,long5,,l,ong,5,long5,柳,公
勆,long5,,l,ong,5,long5,柳,公
浪,long5,,l,ong,5,long5,柳,公
旁,pong5,,p,ong,5,pong5,邊,公
傍,pong5,,p,ong,5,pong5,邊,公
㫄,pong5,0.01,p,ong,5,pong5,邊,公
徬,pong5,,p,ong,5,pong5,邊,公
膀,pong5,,p,ong,5,pong5,邊,公
螃,pong5,,p,ong,5,pong5,邊,公
房,pong5,,p,ong,5,pong5,邊,公
馮,pong5,,p,ong,5,pong5,邊,公
滂,pong5,,p,ong,5,pong5,邊,公
狂,kong5,,k,ong,5,kong5,求,公
㾠,kong5,,k,ong,5,kong5,求,公
俇,kong5,,k,ong,5,kong5,求,公
仝,tong5,0.01,t,ong,5,tong5,地,公
同,tong5,,t,ong,5,tong5,地,公
侗,tong5,,t,ong,5,tong5,地,公
傏,tong5,,t,ong,5,tong5,地,公
㑽,tong5,0.01,t,ong,5,tong5,地,公
唐,tong5,,t,ong,5,tong5,地,公
堂,tong5,,t,ong,5,tong5,地,公
坣,tong5,0.01,t,ong,5,tong5,地,公
瞳,tong5,,t,ong,5,tong5,地,公
潼,tong5,,t,ong,5,tong5,地,公
犝,tong5,,t,ong,5,tong5,地,公
𦏆,tong5,,t,ong,5,tong5,地,公
艟,tong5,,t,ong,5,tong5,地,公
曈,tong5,,t,ong,5,tong5,地,公
朣,tong5,,t,ong,5,tong5,地,公
峒,tong5,,t,ong,5,tong5,地,公
桐,tong5,,t,ong,5,tong5,地,公
𦨴,tong5,,t,ong,5,tong5,地,公
童,tong5,,t,ong,5,tong5,地,公
僮,tong5,,t,ong,5,tong5,地,公
𢈉,tong5,,t,ong,5,tong5,地,公
疼,tong5,,t,ong,5,tong5,地,公
𦙭,tong5,,t,ong,5,tong5,地,公
筒,tong5,,t,ong,5,tong5,地,公
衕,tong5,,t,ong,5,tong5,地,公
銅,tong5,,t,ong,5,tong5,地,公
穜,tong5,,t,ong,5,tong5,地,公
鮦,tong5,,t,ong,5,tong5,地,公
㼧,tong5,,t,ong,5,tong5,地,公
𤭁,tong5,,t,ong,5,tong5,地,公
筩,tong5,,t,ong,5,tong5,地,公
庝,tong5,,t,ong,5,tong5,地,公
彤,tong5,,t,ong,5,tong5,地,公
罿,tong5,,t,ong,5,tong5,地,公
塘,tong5,,t,ong,5,tong5,地,公
螗,tong5,,t,ong,5,tong5,地,公
棠,tong5,,t,ong,5,tong5,地,公
螳,tong5,,t,ong,5,tong5,地,公
鼕,tong5,,t,ong,5,tong5,地,公
㠉,tong5,,t,ong,5,tong5,地,公
磄,tong5,,t,ong,5,tong5,地,公
篷,phong5,,ph,ong,5,phong5,頗,公
糖,thong5,,th,ong,5,thong5,他,公
餹,thong5,,th,ong,5,thong5,他,公
崇,tsong5,,ts,ong,5,tsong5,曾,公
賩,tsong5,,ts,ong,5,tsong5,曾,公
賨,tsong5,,ts,ong,5,tsong5,曾,公
藏,tsong5,,ts,ong,5,tsong5,曾,公
叢,tsong5,,ts,ong,5,tsong5,曾,公
䕺,tsong5,,ts,ong,5,tsong5,曾,公
藂,tsong5,,ts,ong,5,tsong5,曾,公
𡾻,tsong5,,ts,ong,5,tsong5,曾,公
㶓,tsong5,,ts,ong,5,tsong5,曾,公
𤄓,tsong5,,ts,ong,5,tsong5,曾,公
崈,tsong5,,ts,ong,5,tsong5,曾,公
傖,song5,,s,ong,5,song5,時,公
仼,qong5,,q,ong,5,ong5,英,公
王,qong5,,q,ong,5,ong5,英,公
亡,bong5,,b,ong,5,bong5,門,公
亾,bong5,0.01,b,ong,5,bong5,門,公
忘,bong5,,b,ong,5,bong5,門,公
芒,bong5,,b,ong,5,bong5,門,公
茫,bong5,,b,ong,5,bong5,門,公
邙,bong5,,b,ong,5,bong5,門,公
𡷢,bong5,,b,ong,5,bong5,門,公
鋩,bong5,,b,ong,5,bong5,門,公
忙,bong5,,b,ong,5,bong5,門,公
肓,bong5,,b,ong,5,bong5,門,公
㡛,bong5,,b,ong,5,bong5,門,公
蒙,bong5,,b,ong,5,bong5,門,公
㠓,bong5,,b,ong,5,bong5,門,公
望,bong5,,b,ong,5,bong5,門,公
幪,bong5,,b,ong,5,bong5,門,公
濛,bong5,,b,ong,5,bong5,門,公
曚,bong5,,b,ong,5,bong5,門,公
朦,bong5,,b,ong,5,bong5,門,公
矇,bong5,,b,ong,5,bong5,門,公
蠓,bong5,,b,ong,5,bong5,門,公
艨,bong5,,b,ong,5,bong5,門,公
罞,bong5,,b,ong,5,bong5,門,公
𦊽,bong5,,b,ong,5,bong5,門,公
雺,bong5,,b,ong,5,bong5,門,公
硭,bong5,,b,ong,5,bong5,門,公
𢄐,bong5,,b,ong,5,bong5,門,公
卬,gong5,,g,ong,5,gong5,語,公
昂,gong5,,g,ong,5,gong5,語,公
䭹,gong5,,g,ong,5,gong5,語,公
䒢,gong5,,g,ong,5,gong5,語,公
牀,tshong5,,tsh,ong,5,tshong5,出,公
床,tshong5,,tsh,ong,5,tshong5,出,公
𩞆,tshong5,,tsh,ong,5,tshong5,出,公
皇,hong5,,h,ong,5,hong5,喜,公
仜,hong5,,h,ong,5,hong5,喜,公
偟,hong5,,h,ong,5,hong5,喜,公
𦤃,hong5,0.01,h,ong,5,hong5,喜,公
凰,hong5,,h,ong,5,hong5,喜,公
徨,hong5,,h,ong,5,hong5,喜,公
媓,hong5,,h,ong,5,hong5,喜,公
喤,hong5,,h,ong,5,hong5,喜,公
湟,hong5,,h,ong,5,hong5,喜,公
瑝,hong5,,h,ong,5,hong5,喜,公
蝗,hong5,,h,ong,5,hong5,喜,公
潢,hong5,,h,ong,5,hong5,喜,公
惶,hong5,,h,ong,5,hong5,喜,公
煌,hong5,,h,ong,5,hong5,喜,公
篁,hong5,,h,ong,5,hong5,喜,公
遑,hong5,,h,ong,5,hong5,喜,公
崲,hong5,,h,ong,5,hong5,喜,公
艎,hong5,,h,ong,5,hong5,喜,公
隍,hong5,,h,ong,5,hong5,喜,公
鍠,hong5,,h,ong,5,hong5,喜,公
黃,hong5,,h,ong,5,hong5,喜,公
簧,hong5,,h,ong,5,hong5,喜,公
鐄,hong5,,h,ong,5,hong5,喜,公
航,hong5,,h,ong,5,hong5,喜,公
䲳,hong5,,h,ong,5,hong5,喜,公
鴻,hong5,,h,ong,5,hong5,喜,公
黌,hong5,,h,ong,5,hong5,喜,公
癀,hong5,,h,ong,5,hong5,喜,公
妨,hong5,,h,ong,5,hong5,喜,公
魴,hong5,,h,ong,5,hong5,喜,公
防,hong5,,h,ong,5,hong5,喜,公
縫,hong5,,h,ong,5,hong5,喜,公
逢,hong5,,h,ong,5,hong5,喜,公
浲,hong5,,h,ong,5,hong5,喜,公
蓬,hong5,,h,ong,5,hong5,喜,公
髼,hong5,,h,ong,5,hong5,喜,公
弘,hong5,,h,ong,5,hong5,喜,公
芃,hong5,,h,ong,5,hong5,喜,公
宏,hong5,,h,ong,5,hong5,喜,公
綋,hong5,,h,ong,5,hong5,喜,公
泓,hong5,,h,ong,5,hong5,喜,公
閎,hong5,,h,ong,5,hong5,喜,公
葒,hong5,,h,ong,5,hong5,喜,公
葓,hong5,0.01,h,ong,5,hong5,喜,公
洪,hong5,,h,ong,5,hong5,喜,公
𢂔,hong5,,h,ong,5,hong5,喜,公
紅,hong5,,h,ong,5,hong5,喜,公
虹,hong5,,h,ong,5,hong5,喜,公
璜,hong5,,h,ong,5,hong5,喜,公
紘,hong5,,h,ong,5,hong5,喜,公
弄,long7,,l,ong,7,long7,柳,公
㑝,long7,,l,ong,7,long7,柳,公
哢,long7,,l,ong,7,long7,柳,公
𡷟,long7,,l,ong,7,long7,柳,公
儾,long7,,l,ong,7,long7,柳,公
𡿝,long7,,l,ong,7,long7,柳,公
浪,long7,,l,ong,7,long7,柳,公
㫰,long7,,l,ong,7,long7,柳,公
閬,long7,,l,ong,7,long7,柳,公
烺,long7,,l,ong,7,long7,柳,公
傍,pong7,,p,ong,7,pong7,邊,公
狂,kong7,,k,ong,7,kong7,求,公
𥒳,khong7,,kh,ong,7,khong7,去,公
洞,tong7,,t,ong,7,tong7,地,公
慟,tong7,,t,ong,7,tong7,地,公
動,tong7,,t,ong,7,tong7,地,公
𢡂,tong7,,t,ong,7,tong7,地,公
恫,tong7,,t,ong,7,tong7,地,公
燙,tong7,,t,ong,7,tong7,地,公
碭,tong7,,t,ong,7,tong7,地,公
踢,tong7,,t,ong,7,tong7,地,公
湯,tong7,,t,ong,7,tong7,地,公
蕩,tong7,,t,ong,7,tong7,地,公
盪,tong7,0.01,t,ong,7,tong7,地,公
撞,tong7,,t,ong,7,tong7,地,公
宕,tong7,,t,ong,7,tong7,地,公
崵,tong7,,t,ong,7,tong7,地,公
𡼍,tong7,,t,ong,7,tong7,地,公
狀,tsong7,,ts,ong,7,tsong7,曾,公
臟,tsong7,,ts,ong,7,tsong7,曾,公
奘,tsong7,,ts,ong,7,tsong7,曾,公
藏,tsong7,,ts,ong,7,tsong7,曾,公
王,qong7,,q,ong,7,ong7,英,公
旺,qong7,,q,ong,7,ong7,英,公
望,bong7,,b,ong,7,bong7,門,公
𪤀,bong7,0.01,b,ong,7,bong7,門,公
妄,bong7,,b,ong,7,bong7,門,公
夢,bong7,,b,ong,7,bong7,門,公
夣,bong7,0.01,b,ong,7,bong7,門,公
梦,bong7,0.01,b,ong,7,bong7,門,公
懜,bong7,,b,ong,7,bong7,門,公
𢓋,gong7,,g,ong,7,gong7,語,公
𪨫,gong7,,g,ong,7,gong7,語,公
𩾱,gong7,,g,ong,7,gong7,語,公
戇,gong7,,g,ong,7,gong7,語,公
戅,gong7,,g,ong,7,gong7,語,公
奉,hong7,,h,ong,7,hong7,喜,公
鳳,hong7,,h,ong,7,hong7,喜,公
汞,hong7,,h,ong,7,hong7,喜,公
𦕷,hong7,,h,ong,7,hong7,喜,公
哄,hong7,,h,ong,7,hong7,喜,公
俸,hong7,,h,ong,7,hong7,喜,公
洛,lok8,,l,ok,8,lok8,柳,公
烙,lok8,,l,ok,8,lok8,柳,公
珞,lok8,,l,ok,8,lok8,柳,公
馲,lok8,,l,ok,8,lok8,柳,公
祿,lok8,,l,ok,8,lok8,柳,公
絡,lok8,,l,ok,8,lok8,柳,公
傉,lok8,,l,ok,8,lok8,柳,公
駱,lok8,,l,ok,8,lok8,柳,公
酪,lok8,,l,ok,8,lok8,柳,公
𥯛,lok8,,l,ok,8,lok8,柳,公
落,lok8,,l,ok,8,lok8,柳,公
雒,lok8,,l,ok,8,lok8,柳,公
鹿,lok8,,l,ok,8,lok8,柳,公
漉,lok8,,l,ok,8,lok8,柳,公
轆,lok8,,l,ok,8,lok8,柳,公
麓,lok8,,l,ok,8,lok8,柳,公
鏕,lok8,,l,ok,8,lok8,柳,公
簏,lok8,,l,ok,8,lok8,柳,公
剹,lok8,,l,ok,8,lok8,柳,公
犖,lok8,,l,ok,8,lok8,柳,公
樂,lok8,,l,ok,8,lok8,柳,公
櫟,lok8,,l,ok,8,lok8,柳,公
諾,lok8,,l,ok,8,lok8,柳,公
碌,lok8,,l,ok,8,lok8,柳,公
爏,lok8,,l,ok,8,lok8,柳,公
僕,pok8,,p,ok,8,pok8,邊,公
㒒,pok8,0.01,p,ok,8,pok8,邊,公
幞,pok8,,p,ok,8,pok8,邊,公
襆,pok8,0.01,p,ok,8,pok8,邊,公
匐,pok8,,p,ok,8,pok8,邊,公
伏,pok8,,p,ok,8,pok8,邊,公
薄,pok8,,p,ok,8,pok8,邊,公
簿,pok8,,p,ok,8,pok8,邊,公
箔,pok8,,p,ok,8,pok8,邊,公
縛,pok8,,p,ok,8,pok8,邊,公
亳,pok8,,p,ok,8,pok8,邊,公
僰,pok8,,p,ok,8,pok8,邊,公
泊,pok8,,p,ok,8,pok8,邊,公
